service_order_no,order_dt,region,job_code,technician_id,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct,week,year
91115,2024-04-01,NL-Amsterdam,82010,T0053,262.5,85.07,23.54,371.11,492.52,0.327,331.38,1,-39.73,-0.1199,14,2024
91116,2024-05-01,DE-Munich,81120,T0218,157.71,91.0,26.26,274.97,346.05,0.108,308.74,0,33.77,0.1094,18,2024
91117,2024-06-30,DE-Berlin,85005,T0026,101.49,55.85,25.87,197.86,241.21,0.071,224.01,0,26.15,0.1167,26,2024
91118,2024-09-30,NL-Amsterdam,81433,T0262,526.26,69.89,20.68,666.17,886.35,0.096,801.62,0,135.45,0.169,40,2024
91119,2024-01-23,DE-Munich,83020,T0194,85.37,47.92,26.97,160.26,187.43,0.052,177.76,1,17.5,0.0984,4,2024
91120,2024-10-30,EU-EMEA-Remote,81120,T0386,947.57,56.93,28.57,1033.07,1053.06,0.054,995.97,1,-37.1,-0.0373,44,2024
91121,2024-04-01,NL-Amsterdam,81433,T0275,430.36,143.17,16.79,590.32,805.94,0.051,764.84,0,174.52,0.2282,14,2024
91122,2024-01-04,DE-Munich,83020,T0333,238.8,42.85,25.36,307.02,445.18,0.178,365.78,0,58.76,0.1606,1,2024
91123,2024-07-24,EU-EMEA-Remote,83020,T0010,111.17,62.16,17.15,205.72,243.82,0.118,214.98,1,9.26,0.0431,30,2024
91124,2024-03-14,EU-EMEA-Remote,84015,T0077,64.49,39.05,19.31,122.84,160.19,0.128,139.71,1,16.87,0.1208,11,2024
91125,2024-01-15,NL-Amsterdam,83020,T0161,5.11,90.56,22.21,117.87,136.9,0.206,108.67,1,-9.2,-0.0847,3,2024
91126,2024-03-18,DE-Munich,81433,T0049,328.29,73.0,14.18,415.48,546.17,0.216,428.24,1,12.76,0.0298,12,2024
91127,2024-10-24,NL-Amsterdam,82010,T0294,510.25,97.48,14.81,622.54,675.88,0.068,630.06,0,7.52,0.0119,43,2024
91128,2024-12-26,AT-Vienna,81120,T0086,533.28,68.16,24.92,626.36,796.1,0.117,702.59,1,76.23,0.1085,52,2024
91129,2024-06-07,AT-Vienna,81120,T0265,177.99,37.35,22.59,256.97,342.9,0.091,311.68,1,54.71,0.1755,23,2024
91130,2024-04-13,EU-EMEA-Remote,81433,T0284,434.37,65.38,20.71,520.46,658.34,0.277,476.16,0,-44.3,-0.093,15,2024
91131,2024-10-03,DE-Berlin,83020,T0343,43.52,65.41,11.92,120.85,148.13,0.133,128.37,0,7.52,0.0586,40,2024
91132,2024-08-20,DE-Hamburg,84015,T0329,168.08,55.14,36.63,280.63,334.7,0.09,304.51,0,23.88,0.0784,34,2024
91133,2024-12-02,EU-EMEA-Remote,83020,T0169,170.27,89.71,19.12,279.1,307.96,0.025,300.18,0,21.08,0.0702,49,2024
91134,2024-08-12,DE-Berlin,83020,T0161,55.2,67.89,31.22,166.65,209.17,0.154,176.88,0,10.23,0.0578,33,2024
91135,2024-12-11,EU-EMEA-Remote,81433,T0203,110.27,82.51,30.57,223.35,250.91,0.058,236.44,0,13.09,0.0554,50,2024
91136,2024-07-14,DE-Munich,81433,T0288,283.04,72.68,23.12,409.14,546.81,0.092,496.48,0,87.34,0.1759,28,2024
91137,2024-05-13,DE-Munich,83020,T0044,115.01,45.55,21.35,181.91,196.33,0.303,136.84,1,-45.07,-0.3294,20,2024
91138,2024-07-02,NL-Amsterdam,83020,T0364,54.32,34.82,27.93,126.44,138.85,0.093,125.89,0,-0.55,-0.0044,27,2024
91139,2024-08-13,DE-Hamburg,83020,T0009,144.15,25.83,21.03,237.24,277.11,0.114,245.62,0,8.38,0.0341,33,2024
91140,2024-05-16,DE-Hamburg,85005,T0242,249.11,70.71,28.67,348.49,421.81,0.028,410.2,0,61.71,0.1504,20,2024
91141,2024-08-09,NL-Amsterdam,81120,T0309,308.17,14.0,23.95,373.81,476.79,0.031,461.77,0,87.96,0.1905,32,2024
91142,2024-09-26,DE-Munich,84015,T0096,186.5,78.78,15.41,303.14,375.69,0.086,343.53,0,40.39,0.1176,39,2024
91143,2024-08-27,DE-Hamburg,83020,T0192,114.07,114.54,13.25,261.22,281.17,0.153,238.2,1,-23.02,-0.0966,35,2024
91144,2024-10-31,DE-Munich,81433,T0198,312.31,88.81,21.54,422.66,507.79,0.042,486.45,0,63.79,0.1311,44,2024
91145,2024-02-09,DE-Berlin,82010,T0093,544.68,44.92,16.88,606.48,797.99,0.046,761.07,0,154.59,0.2031,6,2024
91146,2024-08-23,DE-Hamburg,83020,T0150,17.9,53.15,28.67,107.7,115.73,0.158,97.46,0,-10.24,-0.1051,34,2024
91147,2024-10-31,NL-Amsterdam,83020,T0029,223.74,29.67,18.05,271.45,393.6,0.103,353.15,1,81.7,0.2313,44,2024
91148,2024-04-12,AT-Vienna,84015,T0051,247.11,69.11,29.45,345.67,476.32,0.099,429.09,0,83.42,0.1944,15,2024
91149,2024-01-30,NL-Amsterdam,81433,T0217,104.6,91.22,29.47,225.28,276.03,0.156,233.1,1,7.82,0.0335,5,2024
91150,2024-08-13,NL-Amsterdam,81120,T0152,566.39,116.0,11.12,749.0,943.61,0.07,877.43,0,128.43,0.1464,33,2024
91151,2024-01-13,DE-Hamburg,81433,T0343,39.44,66.38,21.94,127.76,106.58,0.198,85.5,0,-42.26,-0.4943,2,2024
91152,2024-02-27,NL-Amsterdam,84015,T0302,163.58,56.7,18.33,238.61,312.43,0.183,255.14,0,16.53,0.0648,9,2024
91153,2024-06-17,AT-Vienna,81433,T0067,449.03,40.67,11.64,541.44,661.06,0.208,523.7,0,-17.74,-0.0339,25,2024
91154,2024-04-30,AT-Vienna,81433,T0383,120.65,99.67,30.7,251.01,319.49,0.188,259.33,1,8.32,0.0321,18,2024
91155,2024-03-06,DE-Munich,85005,T0287,103.46,83.69,5.0,192.15,241.06,0.122,211.57,1,19.42,0.0918,10,2024
91156,2024-03-26,DE-Munich,81433,T0045,166.92,81.21,24.68,272.81,340.62,0.011,336.78,0,63.97,0.1899,13,2024
91157,2024-08-07,NL-Amsterdam,81120,T0349,309.57,74.59,26.48,443.5,510.24,0.064,477.65,0,34.15,0.0715,32,2024
91158,2024-02-11,NL-Amsterdam,83020,T0380,53.96,61.83,23.57,139.36,143.61,0.212,113.19,0,-26.17,-0.2312,6,2024
91159,2024-08-08,AT-Vienna,83020,T0302,176.01,62.73,26.61,303.77,332.75,0.224,258.34,1,-45.43,-0.1759,32,2024
91160,2024-04-07,DE-Munich,82010,T0354,282.67,74.42,14.21,371.29,475.67,0.038,457.47,0,86.18,0.1884,14,2024
91161,2024-09-25,NL-Amsterdam,81120,T0164,525.33,26.14,25.35,622.96,696.89,0.23,536.48,1,-86.48,-0.1612,39,2024
91162,2024-05-14,DE-Berlin,81433,T0042,133.53,63.77,22.11,219.41,276.95,0.155,234.15,0,14.74,0.063,20,2024
91163,2024-12-21,DE-Munich,81433,T0390,603.83,67.0,15.79,686.63,826.7,0.038,795.03,0,108.4,0.1363,51,2024
91164,2024-05-03,DE-Hamburg,82010,T0184,463.24,78.48,21.6,563.32,692.46,0.021,677.97,0,114.65,0.1691,18,2024
91165,2024-02-24,DE-Munich,83020,T0031,191.13,63.92,16.57,271.61,309.41,0.198,248.23,1,-23.38,-0.0942,8,2024
91166,2024-08-25,EU-EMEA-Remote,81120,T0315,437.87,55.59,32.66,568.21,702.19,0.029,681.98,0,113.77,0.1668,34,2024
91167,2024-06-02,DE-Berlin,82010,T0322,201.74,75.3,10.11,310.13,369.26,0.148,314.65,0,4.52,0.0144,22,2024
91168,2024-08-02,NL-Amsterdam,81120,T0388,215.97,85.46,9.21,335.48,386.78,0.125,338.58,0,3.1,0.0092,31,2024
91169,2024-07-28,EU-EMEA-Remote,82010,T0102,274.25,50.36,20.56,372.79,440.16,0.207,349.0,1,-23.79,-0.0682,30,2024
91170,2024-02-18,DE-Munich,81120,T0286,409.74,71.85,15.22,496.81,505.73,0.123,443.74,0,-53.07,-0.1196,7,2024
91171,2024-06-15,DE-Hamburg,81433,T0188,213.51,53.62,23.46,313.83,359.97,0.05,341.88,0,28.05,0.082,24,2024
91172,2024-07-01,NL-Amsterdam,83020,T0308,73.01,75.34,21.68,183.64,221.92,0.113,196.77,1,13.13,0.0667,27,2024
91173,2024-08-09,DE-Munich,82010,T0025,666.3,89.61,23.55,841.82,931.85,0.025,908.63,0,66.81,0.0735,32,2024
91174,2024-04-06,DE-Hamburg,85005,T0075,213.1,110.14,20.56,343.79,415.4,0.04,398.64,0,54.85,0.1376,14,2024
91175,2024-03-11,EU-EMEA-Remote,85005,T0264,144.63,82.04,18.38,245.05,327.22,0.168,272.22,1,27.17,0.0998,11,2024
91176,2024-05-04,DE-Berlin,81433,T0288,272.21,62.1,13.4,347.7,445.2,0.155,376.34,0,28.64,0.0761,18,2024
91177,2024-07-27,DE-Hamburg,81120,T0367,638.03,73.52,18.59,788.55,920.71,0.193,742.67,1,-45.88,-0.0618,30,2024
91178,2024-07-03,DE-Berlin,81120,T0021,401.14,120.89,17.37,582.55,716.78,0.149,610.26,0,27.71,0.0454,27,2024
91179,2024-11-29,AT-Vienna,83020,T0114,101.44,83.94,12.18,197.56,272.24,0.092,247.3,1,49.74,0.2011,48,2024
91180,2024-09-27,AT-Vienna,82010,T0106,82.92,61.6,8.13,174.76,204.95,0.082,188.14,0,13.38,0.0711,39,2024
91181,2024-01-02,DE-Hamburg,84015,T0130,87.49,70.53,26.85,184.86,228.32,0.142,195.96,1,11.1,0.0566,1,2024
91182,2024-01-31,AT-Vienna,82010,T0185,545.62,72.77,6.08,624.47,677.77,0.275,491.24,0,-133.23,-0.2712,5,2024
91183,2024-07-28,DE-Hamburg,81433,T0239,439.64,51.15,29.62,562.04,640.5,0.07,595.77,0,33.73,0.0566,30,2024
91184,2024-12-19,DE-Berlin,84015,T0175,559.98,64.3,14.49,638.77,802.24,0.153,679.46,1,40.69,0.0599,51,2024
91185,2024-02-29,NL-Amsterdam,81433,T0018,453.67,126.16,15.16,594.98,733.04,0.152,621.61,1,26.63,0.0428,9,2024
91186,2024-04-25,NL-Amsterdam,85005,T0354,256.53,93.39,23.23,373.15,357.86,0.072,332.25,0,-40.9,-0.1231,17,2024
91187,2024-03-24,NL-Amsterdam,81120,T0089,401.86,57.31,20.79,479.97,559.15,0.108,498.84,0,18.87,0.0378,12,2024
91188,2024-04-16,DE-Berlin,82010,T0053,407.87,54.22,16.18,478.27,602.93,0.155,509.68,0,31.41,0.0616,16,2024
91189,2024-06-05,DE-Hamburg,82010,T0007,531.49,16.0,17.34,610.02,690.77,0.098,622.84,0,12.82,0.0206,23,2024
91190,2024-09-18,NL-Amsterdam,84015,T0224,163.85,68.62,24.27,277.27,331.54,0.279,239.03,1,-38.24,-0.16,38,2024
91191,2024-05-28,AT-Vienna,81120,T0398,105.71,76.67,20.47,202.84,246.61,0.065,230.52,0,27.68,0.1201,22,2024
91192,2024-12-05,DE-Hamburg,81433,T0040,628.88,82.53,20.61,732.01,827.06,0.136,714.74,0,-17.27,-0.0242,49,2024
91193,2024-02-10,NL-Amsterdam,81433,T0366,390.05,71.95,6.48,468.48,569.42,0.019,558.88,0,90.4,0.1618,6,2024
91194,2024-11-10,AT-Vienna,84015,T0312,116.87,60.94,5.0,182.81,216.82,0.054,205.13,0,22.32,0.1088,45,2024
91195,2024-02-15,DE-Hamburg,84015,T0057,81.58,99.0,18.63,199.21,247.32,0.235,189.2,1,-10.01,-0.0529,7,2024
91196,2024-12-01,DE-Berlin,85005,T0124,80.46,46.74,23.82,151.02,183.03,0.053,173.28,0,22.26,0.1285,48,2024
91197,2024-09-28,EU-EMEA-Remote,85005,T0237,478.94,76.05,21.05,622.12,767.04,0.183,626.51,1,4.39,0.007,39,2024
91198,2024-02-23,DE-Berlin,84015,T0088,47.74,58.0,21.17,126.92,169.29,0.099,152.56,0,25.64,0.1681,8,2024
91199,2024-03-22,EU-EMEA-Remote,82010,T0182,244.6,80.76,31.34,356.7,389.31,0.103,349.32,0,-7.38,-0.0211,12,2024
91200,2024-09-22,DE-Hamburg,83020,T0309,76.08,75.16,17.59,182.33,210.73,0.026,205.26,0,22.93,0.1117,38,2024
91201,2024-10-08,DE-Munich,85005,T0090,165.84,84.22,23.55,273.62,332.24,0.057,313.45,0,39.83,0.1271,41,2024
91202,2024-10-16,DE-Berlin,85005,T0233,257.92,84.07,5.0,346.99,454.92,0.06,427.78,0,80.79,0.1889,42,2024
91203,2024-05-01,NL-Amsterdam,85005,T0372,367.58,60.67,31.02,459.27,622.51,0.054,588.78,0,129.51,0.22,18,2024
91204,2024-02-08,NL-Amsterdam,85005,T0319,123.33,42.35,24.1,189.78,220.53,0.142,189.13,1,-0.65,-0.0034,6,2024
91205,2024-09-13,EU-EMEA-Remote,81120,T0309,160.95,71.37,22.53,275.24,324.31,0.099,292.1,0,16.86,0.0577,37,2024
91206,2024-11-16,DE-Munich,81433,T0379,247.3,42.63,22.95,312.88,361.51,0.056,341.16,0,28.28,0.0829,46,2024
91207,2024-05-16,DE-Munich,81433,T0287,154.56,102.9,18.72,276.19,376.77,0.029,366.01,0,89.82,0.2454,20,2024
91208,2024-05-05,DE-Munich,81433,T0208,331.63,83.04,24.45,439.12,552.79,0.035,533.58,0,94.46,0.177,18,2024
91209,2024-08-08,DE-Munich,83020,T0210,238.92,93.03,9.87,369.17,404.94,0.278,292.44,0,-76.73,-0.2624,32,2024
91210,2024-04-02,AT-Vienna,85005,T0379,185.46,70.67,17.65,273.78,371.91,0.037,358.08,0,84.3,0.2354,14,2024
91211,2024-08-12,DE-Berlin,82010,T0391,347.36,95.46,22.7,502.76,581.65,0.078,536.46,0,33.7,0.0628,33,2024
91212,2024-07-28,DE-Berlin,82010,T0180,70.65,68.33,12.31,163.39,196.88,0.124,172.45,1,9.06,0.0525,30,2024
91213,2024-08-13,AT-Vienna,81120,T0371,283.35,40.54,32.11,407.55,502.16,0.145,429.47,1,21.92,0.051,33,2024
91214,2024-05-15,DE-Berlin,82010,T0009,367.77,35.69,28.97,432.44,566.42,0.193,457.19,0,24.75,0.0541,20,2024
91215,2024-05-12,DE-Hamburg,81433,T0258,194.35,16.0,28.3,238.65,301.72,0.101,271.21,1,32.56,0.1201,19,2024
91216,2024-03-10,NL-Amsterdam,82010,T0129,230.74,103.95,23.03,357.73,415.11,0.041,397.93,0,40.2,0.101,10,2024
91217,2024-11-12,DE-Hamburg,85005,T0218,277.31,45.25,17.69,340.25,396.91,0.145,339.44,0,-0.81,-0.0024,46,2024
91218,2024-02-17,EU-EMEA-Remote,84015,T0049,191.98,20.92,17.77,230.67,298.29,0.154,252.38,0,21.71,0.086,7,2024
91219,2024-08-17,DE-Munich,81433,T0024,133.69,93.34,15.99,262.46,289.74,0.063,271.41,0,8.95,0.033,33,2024
91220,2024-11-14,NL-Amsterdam,81433,T0395,101.61,69.55,23.35,194.52,224.55,0.041,215.38,0,20.86,0.0969,46,2024
91221,2024-01-31,DE-Berlin,82010,T0360,276.28,103.33,28.49,408.11,494.79,0.073,458.79,0,50.68,0.1105,5,2024
91222,2024-11-01,DE-Berlin,85005,T0338,42.88,53.95,12.91,109.74,134.27,0.195,108.11,1,-1.63,-0.0151,44,2024
91223,2024-12-19,DE-Hamburg,81120,T0381,125.89,65.02,42.55,233.46,291.3,0.067,271.9,0,38.44,0.1414,51,2024
91224,2024-03-02,DE-Munich,85005,T0100,43.77,78.78,8.81,131.36,142.9,0.09,130.09,0,-1.27,-0.0098,9,2024
91225,2024-01-01,DE-Hamburg,85005,T0323,165.78,44.72,22.98,233.49,285.0,0.11,253.61,0,20.12,0.0793,1,2024
91226,2024-02-09,NL-Amsterdam,85005,T0364,56.58,18.56,12.68,87.81,101.24,0.268,74.06,0,-13.75,-0.1857,6,2024
91227,2024-12-02,NL-Amsterdam,81433,T0229,272.46,101.85,13.7,388.01,422.99,0.099,381.23,0,-6.78,-0.0178,49,2024
91228,2024-02-26,DE-Hamburg,81120,T0171,248.26,81.82,15.95,346.03,441.57,0.083,404.77,1,58.74,0.1451,9,2024
91229,2024-11-28,DE-Munich,82010,T0295,1053.96,85.45,14.94,1154.36,1519.93,0.149,1293.83,0,139.47,0.1078,48,2024
91230,2024-03-08,DE-Munich,81120,T0097,110.53,66.79,16.4,193.71,218.93,0.096,197.9,0,4.19,0.0212,10,2024
91231,2024-03-25,DE-Berlin,85005,T0089,84.84,89.38,19.88,194.1,220.67,0.162,184.85,1,-9.25,-0.05,13,2024
91232,2024-05-12,NL-Amsterdam,81433,T0238,46.62,97.09,5.0,148.71,190.78,0.084,174.79,0,26.08,0.1492,19,2024
91233,2024-01-07,AT-Vienna,84015,T0175,439.33,73.78,14.97,528.08,712.64,0.191,576.67,1,48.59,0.0843,1,2024
91234,2024-06-14,DE-Munich,82010,T0391,280.06,88.12,18.86,418.0,441.41,0.032,427.36,0,9.36,0.0219,24,2024
91235,2024-09-01,NL-Amsterdam,83020,T0288,132.97,65.26,17.08,232.54,275.32,0.149,234.22,1,1.68,0.0072,35,2024
91236,2024-05-14,DE-Hamburg,81120,T0306,328.89,93.44,5.0,427.33,575.29,0.072,533.59,0,106.26,0.1991,20,2024
91237,2024-01-07,NL-Amsterdam,84015,T0058,73.17,101.38,7.15,181.7,172.47,0.143,147.81,0,-33.89,-0.2293,1,2024
91238,2024-10-30,DE-Berlin,83020,T0202,106.13,81.68,16.76,204.57,236.06,0.114,209.23,1,4.66,0.0223,44,2024
91239,2024-12-23,DE-Munich,84015,T0085,337.09,67.25,21.72,426.06,545.72,0.045,521.0,0,94.94,0.1822,52,2024
91240,2024-02-22,DE-Munich,81433,T0380,273.0,71.23,7.2,351.43,404.26,0.21,319.3,1,-32.13,-0.1006,8,2024
91241,2024-06-23,DE-Munich,82010,T0048,375.13,66.21,17.39,495.44,642.42,0.127,561.05,0,65.61,0.1169,25,2024
91242,2024-11-27,DE-Hamburg,83020,T0159,125.74,70.33,19.16,215.23,288.64,0.028,280.63,0,65.4,0.233,48,2024
91243,2024-10-07,DE-Munich,85005,T0400,101.48,82.22,26.01,209.71,264.39,0.079,243.58,0,33.87,0.1391,41,2024
91244,2024-02-18,NL-Amsterdam,83020,T0092,10.47,88.92,25.25,124.64,163.23,0.142,140.13,1,15.49,0.1105,7,2024
91245,2024-05-02,NL-Amsterdam,81433,T0145,336.89,46.49,24.22,407.6,527.46,0.102,473.9,0,66.3,0.1399,18,2024
91246,2024-05-23,EU-EMEA-Remote,83020,T0091,144.45,84.89,10.48,239.82,280.11,0.035,270.41,0,30.59,0.1131,21,2024
91247,2024-04-19,DE-Berlin,84015,T0249,229.2,124.72,17.62,371.54,428.19,0.084,392.3,0,20.76,0.0529,16,2024
91248,2024-08-23,DE-Berlin,81433,T0024,39.22,44.22,34.88,127.77,154.02,0.055,145.53,0,17.76,0.122,34,2024
91249,2024-03-20,EU-EMEA-Remote,82010,T0350,83.99,76.13,18.5,178.62,198.48,0.044,189.83,0,11.21,0.0591,12,2024
91250,2024-09-02,EU-EMEA-Remote,81120,T0032,171.2,78.23,17.48,288.26,331.12,0.066,309.25,0,20.99,0.0679,36,2024
91251,2024-11-17,DE-Berlin,84015,T0305,130.13,142.41,11.43,283.98,406.41,0.048,386.84,0,102.86,0.2659,46,2024
91252,2024-06-06,EU-EMEA-Remote,83020,T0214,337.87,130.21,19.0,526.05,593.03,0.186,482.95,1,-43.1,-0.0892,23,2024
91253,2024-10-10,AT-Vienna,84015,T0059,446.51,82.87,17.21,546.6,620.19,0.207,491.84,1,-54.76,-0.1113,41,2024
91254,2024-10-29,DE-Munich,82010,T0096,255.59,61.6,17.55,334.74,407.36,0.202,325.27,1,-9.47,-0.0291,44,2024
91255,2024-06-29,DE-Hamburg,85005,T0153,9.7,82.5,15.25,116.05,136.45,0.082,125.32,0,9.27,0.074,26,2024
91256,2024-05-11,NL-Amsterdam,84015,T0276,511.59,76.08,20.85,608.51,787.5,0.042,754.31,0,145.8,0.1933,19,2024
91257,2024-06-04,AT-Vienna,81120,T0171,471.97,88.02,34.88,642.46,780.29,0.103,700.21,0,57.75,0.0825,23,2024
91258,2024-05-24,DE-Hamburg,85005,T0169,284.33,50.54,15.3,350.17,344.04,0.032,333.12,0,-17.05,-0.0512,21,2024
91259,2024-09-03,EU-EMEA-Remote,81433,T0172,124.08,78.69,17.06,237.42,283.52,0.26,209.82,0,-27.6,-0.1315,36,2024
91260,2024-07-06,AT-Vienna,85005,T0320,38.63,91.46,14.91,165.99,189.3,0.099,170.47,0,4.48,0.0263,27,2024
91261,2024-12-26,DE-Berlin,82010,T0025,208.86,74.06,23.42,306.34,394.62,0.3,276.3,1,-30.04,-0.1087,52,2024
91262,2024-03-21,DE-Berlin,81433,T0178,398.31,75.75,13.51,487.57,602.29,0.38,373.42,1,-114.15,-0.3057,12,2024
91263,2024-11-23,DE-Berlin,81120,T0195,207.69,49.07,25.61,282.37,363.86,0.193,293.54,0,11.17,0.0381,47,2024
91264,2024-08-28,AT-Vienna,84015,T0228,279.58,72.55,8.75,413.14,530.47,0.066,495.28,1,82.14,0.1658,35,2024
91265,2024-03-18,AT-Vienna,82010,T0126,202.45,73.38,10.0,285.83,337.92,0.232,259.56,0,-26.27,-0.1012,12,2024
91266,2024-11-27,DE-Munich,82010,T0210,217.09,34.54,11.19,262.81,339.4,0.101,305.06,0,42.25,0.1385,48,2024
91267,2024-09-07,AT-Vienna,84015,T0228,51.71,48.97,11.61,128.54,153.59,0.079,141.44,0,12.9,0.0912,36,2024
91268,2024-01-19,DE-Berlin,85005,T0161,186.95,63.59,21.99,272.53,330.41,0.117,291.83,1,19.3,0.0661,3,2024
91269,2024-09-22,DE-Munich,83020,T0391,220.63,44.01,24.82,312.62,352.04,0.062,330.11,1,17.49,0.053,38,2024
91270,2024-10-27,DE-Berlin,81120,T0248,132.74,71.84,18.1,222.69,290.83,0.114,257.66,1,34.97,0.1357,43,2024
91271,2024-05-06,AT-Vienna,85005,T0041,138.12,58.89,18.37,215.38,248.39,0.132,215.48,0,0.1,0.0005,19,2024
91272,2024-09-22,DE-Hamburg,82010,T0310,266.31,51.06,23.3,367.92,451.15,0.012,445.8,0,77.88,0.1747,38,2024
91273,2024-05-10,AT-Vienna,83020,T0392,86.77,88.11,12.34,187.23,244.27,0.089,222.47,0,35.24,0.1584,19,2024
91274,2024-12-19,DE-Berlin,82010,T0134,490.91,79.82,8.84,579.58,602.58,0.105,539.48,1,-40.1,-0.0743,51,2024
91275,2024-03-09,DE-Hamburg,84015,T0229,272.2,47.95,29.42,349.56,398.19,0.021,389.97,0,40.41,0.1036,10,2024
91276,2024-09-15,NL-Amsterdam,82010,T0179,133.5,56.41,24.4,231.45,258.05,0.059,242.76,0,11.31,0.0466,37,2024
91277,2024-11-18,AT-Vienna,83020,T0325,76.06,45.25,19.55,140.86,169.01,0.012,167.06,0,26.2,0.1568,47,2024
91278,2024-11-01,NL-Amsterdam,84015,T0214,147.67,62.63,17.94,228.25,251.11,0.095,227.32,0,-0.93,-0.0041,44,2024
91279,2024-07-13,DE-Munich,81433,T0292,221.08,25.88,16.23,284.24,379.77,0.119,334.69,1,50.45,0.1507,28,2024
91280,2024-06-01,NL-Amsterdam,81120,T0121,169.57,39.19,29.2,257.0,311.98,0.003,310.96,0,53.96,0.1735,22,2024
91281,2024-09-10,DE-Hamburg,81433,T0263,99.49,57.34,20.03,191.01,243.4,0.161,204.14,0,13.13,0.0643,37,2024
91282,2024-09-11,DE-Hamburg,83020,T0369,238.19,128.85,31.28,430.18,540.89,0.113,479.62,1,49.44,0.1031,37,2024
91283,2024-08-04,AT-Vienna,81433,T0189,313.59,45.83,17.35,431.32,504.19,0.2,403.59,1,-27.73,-0.0687,31,2024
91284,2024-11-01,DE-Munich,83020,T0158,120.23,55.65,5.0,180.89,168.79,0.125,147.68,0,-33.21,-0.2249,44,2024
91285,2024-06-23,DE-Munich,81120,T0095,281.33,82.1,14.51,408.18,512.7,0.089,467.16,0,58.98,0.1263,25,2024
91286,2024-06-29,DE-Berlin,85005,T0096,320.18,53.25,25.15,430.47,529.75,0.218,414.37,0,-16.1,-0.0389,26,2024
91287,2024-05-02,AT-Vienna,83020,T0058,118.99,89.22,18.12,226.32,275.83,0.033,266.62,0,40.3,0.1512,18,2024
91288,2024-07-21,DE-Munich,81120,T0082,329.75,92.4,26.7,484.76,434.47,0.201,347.08,0,-137.68,-0.3967,29,2024
91289,2024-07-18,AT-Vienna,82010,T0304,774.73,77.77,19.27,998.01,1227.13,0.038,1180.67,0,182.66,0.1547,29,2024
91290,2024-01-20,DE-Munich,81433,T0262,105.44,78.88,23.85,208.17,262.89,0.034,253.84,0,45.67,0.1799,3,2024
91291,2024-05-06,NL-Amsterdam,81120,T0332,427.07,108.04,16.13,551.24,642.38,0.111,571.04,0,19.8,0.0347,19,2024
91292,2024-05-10,DE-Berlin,82010,T0027,466.24,64.0,30.28,560.53,685.6,0.105,613.63,0,53.1,0.0865,19,2024
91293,2024-07-20,DE-Berlin,84015,T0303,920.01,70.09,7.44,1077.33,1308.96,0.191,1059.52,1,-17.81,-0.0168,29,2024
91294,2024-10-20,EU-EMEA-Remote,85005,T0305,27.39,28.72,22.66,78.77,76.31,0.147,65.11,0,-13.66,-0.2098,42,2024
91295,2024-10-26,NL-Amsterdam,81433,T0157,74.17,61.98,24.92,161.07,191.26,0.082,175.62,1,14.55,0.0828,43,2024
91296,2024-08-01,EU-EMEA-Remote,84015,T0358,186.37,81.96,26.2,318.09,342.37,0.083,314.1,0,-3.99,-0.0127,31,2024
91297,2024-06-30,DE-Berlin,83020,T0120,185.52,58.64,19.84,285.12,351.96,0.067,328.51,0,43.39,0.1321,26,2024
91298,2024-06-24,DE-Berlin,82010,T0038,541.77,58.77,24.43,674.97,945.95,0.131,821.93,0,146.96,0.1788,26,2024
91299,2024-05-16,DE-Berlin,83020,T0249,140.84,87.25,22.39,250.48,282.83,0.178,232.36,0,-18.12,-0.078,20,2024
91300,2024-06-08,NL-Amsterdam,81433,T0180,201.49,65.53,14.46,304.0,414.85,0.115,367.05,1,63.05,0.1718,23,2024
91301,2024-10-10,EU-EMEA-Remote,84015,T0102,113.24,102.01,15.22,230.47,259.54,0.093,235.43,0,4.96,0.0211,41,2024
91302,2024-11-18,DE-Munich,81433,T0096,419.58,63.31,23.97,506.85,617.37,0.139,531.38,1,24.53,0.0462,47,2024
91303,2024-03-26,DE-Hamburg,83020,T0223,97.03,55.7,9.89,162.62,235.8,0.054,223.18,0,60.56,0.2714,13,2024
91304,2024-08-04,NL-Amsterdam,81433,T0223,45.55,53.34,17.84,126.06,153.6,0.024,149.97,0,23.91,0.1594,31,2024
91305,2024-03-08,DE-Berlin,82010,T0130,320.45,64.63,18.64,403.71,502.37,0.216,394.08,0,-9.63,-0.0244,10,2024
91306,2024-02-24,DE-Berlin,82010,T0077,836.46,78.24,6.79,921.49,1040.61,0.166,868.09,1,-53.4,-0.0615,8,2024
91307,2024-01-23,DE-Munich,81120,T0160,198.36,92.88,37.48,328.72,423.31,0.246,319.25,0,-9.47,-0.0297,4,2024
91308,2024-10-24,AT-Vienna,85005,T0095,171.53,50.48,33.28,255.29,307.05,0.077,283.56,0,28.27,0.0997,43,2024
91309,2024-06-12,NL-Amsterdam,82010,T0031,184.11,116.52,24.16,350.77,453.24,0.279,326.99,1,-23.78,-0.0727,24,2024
91310,2024-09-21,DE-Hamburg,83020,T0044,46.5,91.69,25.84,177.16,225.71,0.009,223.72,0,46.56,0.2081,38,2024
91311,2024-01-23,AT-Vienna,84015,T0083,62.77,94.3,14.3,171.38,205.97,0.118,181.6,1,10.22,0.0563,4,2024
